SYMBOL,hv20,hv50,hv100,LAST_CLOSE_DT,CLOSE_PX,curiv,Days,Percentile
EMB,4,4.5,5,2020-31-01,115.98,2.51,600,1
EME,19,17,21,2020-31-01,82.17,27.42,599,76
EMKR,43,40,41,2020-28-01,3.37,82.73,449,97
EMLC,7,6,7,2020-29-01,33.58,56.35,149,97
EMLP,8,9,9,2020-08-01,25.7,12.19,16,87
EMN,29,25,26,2020-31-01,71.27,29.15,600,89
EMR,21,17,19,2020-31-01,71.63,26.2,600,90
ENB,9,9,13,2020-31-01,40.67,10.64,598,1
ENBL,31,35,32,2020-31-01,9.4,27.2,276,68
ENDP,88,85,101,2020-31-01,5.67,92.87,600,77
ENIA,19,22,24,2020-30-01,9.8,26.88,132,12
ENIC,33,45,52,2020-24-01,4.72,23.18,149,1
ENLC,54,68,58,2020-31-01,5.03,58.29,533,99
ENPH,55,61,78,2020-31-01,31.52,71.67,558,33
ENR,26,23,36,2020-31-01,46.26,42.94,600,97
ENS,20,21,29,2020-31-01,71.96,34.84,600,80
ENSG,24,26,27,2020-31-01,45.2,40.51,600,86
ENT,103,173,139,2019-30-09,0.41,207.5,424,97
ENTA,22,28,38,2020-31-01,51.54,60.82,589,78
ENTG,32,26,25,2020-31-01,51.76,33.55,600,41
ENV,32,26,24,2020-31-01,78.87,48.35,600,96
ENVA,47,36,40,2020-31-01,25.06,44.52,599,26
ENZ,61,58,52,2020-31-01,2.51,86.88,490,96
ENZL,10,13,13,2020-31-01,56.16,14.66,215,73
EOG,32,32,35,2020-31-01,72.91,36.48,600,89
EOLS,65,51,55,2020-31-01,10.23,69.4,333,30
EPAC,19,21,34,2020-31-01,23.11,36.8,596,83
EPAM,21,21,32,2020-31-01,228.14,34.92,600,87
EPAY,28,24,28,2020-31-01,53.6,31.28,600,19
EPC,30,25,34,2020-31-01,25.82,47.6,600,96
EPD,20,22,18,2020-31-01,25.77,18.04,600,74
EPI,17,14,17,2020-31-01,24.28,18.97,600,56
EPM,40,37,40,2020-31-01,5.04,64.17,472,98
EPOL,21,18,18,2019-30-05,20.12,23.13,307,19
EPP,17,13,12,2020-31-01,44.84,14.64,593,80
EPR,13,16,15,2020-31-01,71.37,13.88,599,43
EPRT,22,22,22,2020-31-01,27.61,20.62,217,42
EPU,11,11,13,2019-21-03,36.69,12.56,385,4
EPV,23,21,21,2020-31-01,27.39,31.23,595,72
EPZM,79,77,72,2020-31-01,20.93,101.4,588,97
EQC,11,14,12,2020-28-01,32.79,21.57,521,91
EQH,25,22,24,2020-31-01,24.02,28.18,428,68
EQIX,15,17,19,2020-31-01,589.73,30.2,600,97
EQM,41,42,40,2020-31-01,23.15,33.3,599,91
EQNR,23,23,24,2020-31-01,18.18,25.94,568,84
EQR,16,15,14,2020-31-01,83.08,16.77,600,65
EQT,60,60,60,2020-31-01,6.05,79.06,600,100
ERA,74,58,47,2020-31-01,9.94,50.56,583,51
ERF,41,43,46,2020-31-01,5.1,57.06,600,99
ERI,28,24,28,2020-31-01,59.78,38.14,599,38
ERIC,36,30,26,2020-31-01,7.86,31.63,590,30
ERIE,13,17,24,2020-31-01,166.5,26.61,70,52
ERII,21,22,27,2020-31-01,10.21,47.21,599,11
ERJ,20,23,24,2020-31-01,16.84,31.19,600,11
EROS,124,102,143,2020-31-01,2.41,152.22,554,87
ERUS,24,22,19,2019-03-09,38.33,21.06,355,43
ERX,56,53,59,2020-31-01,12.16,62.72,600,79
ERY,51,51,57,2020-31-01,55.02,66.76,599,83
ES,11,12,13,2020-31-01,92.44,14.71,595,54
ESCA,23,32,30,2020-29-01,8.8,33.91,251,64
ESE,15,16,19,2020-31-01,95.96,32.5,472,88
ESI,19,22,26,2020-31-01,11.7,34.06,587,4
ESNT,16,16,20,2020-31-01,49.61,29.79,599,39
ESPR,46,48,45,2020-31-01,54.08,85.57,600,81
ESRT,16,16,17,2019-04-11,13.56,16.72,108,51
ESS,17,15,14,2020-31-01,309.76,18.33,600,67
ESTC,25,51,50,2020-31-01,64.88,47.51,306,38
ET,23,28,28,2020-30-01,12.59,23.61,588,27
ETFC,23,30,41,2020-31-01,42.62,30.06,600,53
ETH,27,26,24,2020-31-01,16.15,39.31,600,89
ETM,46,40,50,2020-31-01,3.97,56.68,591,84
ETN,20,15,20,2020-31-01,94.47,24.26,600,89
ETR,10,11,13,2020-31-01,131.52,14.41,600,28
ETRN,52,51,47,2020-31-01,9.67,38,229,59
ETSY,31,28,44,2020-31-01,48.81,53.74,600,67
EUFN,18,16,18,2020-31-01,18.55,16.21,568,24
EUM,22,17,15,2020-31-01,18.09,19.54,372,65
EUO,9,9,10,2020-31-01,27.49,9.22,574,1
EURL,37,33,33,2020-31-01,30.93,41.88,285,45
EURN,38,37,42,2020-31-01,9.88,51.17,435,81
EV,21,16,18,2020-31-01,45.75,26.49,591,85
EVA,16,16,17,2020-30-01,38.11,17.42,214,50
EVBG,20,22,42,2020-31-01,90.64,46.74,594,64
EVC,67,54,52,2020-28-01,2.22,56.96,440,67
EVER,74,63,73,2020-31-01,36.69,77.09,288,98
EVFM,57,71,0,2019-30-12,4.95,71.25,10,10
EVH,59,107,90,2020-31-01,10.08,77.64,600,79
EVIX,74,64,76,2020-31-01,3.82,70.22,561,83
EVOP,22,25,26,2020-31-01,27.71,33.87,275,8
EVR,45,32,31,2020-31-01,76.62,26.73,600,45
EVRG,10,14,13,2020-31-01,72.16,17.41,322,63
EVRI,25,38,44,2020-31-01,12.5,50.92,600,23
EVTC,19,23,26,2020-31-01,33.57,33.18,595,39
EW,32,23,24,2020-31-01,219.86,28.2,600,53
EWA,16,13,12,2020-31-01,22.26,14.31,526,57
EWBC,38,30,31,2020-31-01,45.84,32.21,590,88
EWC,10,8,8,2020-31-01,29.67,14.28,597,51
EWD,19,17,16,2020-31-01,32.01,13.99,561,24
EWG,15,13,13,2020-31-01,28.53,15.04,600,40
EWH,24,20,18,2020-31-01,22.91,16.47,598,71
EWI,18,15,14,2020-31-01,28.78,16.39,595,26
EWJ,12,10,10,2020-31-01,57.75,14.74,599,79
EWK,12,10,11,2019-22-08,19.47,18.36,43,76
EWL,11,9,9,2020-31-01,40.74,11.73,581,35
EWM,15,13,11,2020-31-01,26.83,14.14,569,39
EWN,14,12,12,2019-17-12,33.17,14.55,439,62
EWO,12,12,12,2019-19-03,19.7,17.71,49,28
EWP,14,13,13,2020-31-01,28.01,16.76,595,59
EWQ,13,11,12,2020-31-01,31.4,14.15,576,37
EWS,19,16,14,2020-31-01,22.89,14.23,560,37
EWT,21,17,14,2020-31-01,37.96,19.65,600,79
EWU,11,13,13,2020-31-01,32.64,13.51,600,56
EWV,21,18,20,2020-31-01,25.09,29.16,530,56
EWW,22,18,17,2020-31-01,45.86,19.73,600,47
EWX,17,14,12,2020-31-01,43.68,14.24,556,73
EWY,26,22,19,2020-31-01,57.65,22.67,600,84
EWZ,26,22,22,2020-31-01,43.76,28.29,600,39
EXAS,75,56,51,2020-31-01,93.28,56.25,600,76
EXC,12,12,16,2020-31-01,47.59,16.67,600,64
EXEL,54,43,43,2020-31-01,17.2,59.51,600,81
EXK,51,55,62,2020-29-01,2.12,62.51,443,57
EXLS,15,13,16,2020-31-01,73.11,24.45,525,52
EXP,17,17,19,2020-31-01,91.17,33.12,600,81
EXPD,28,21,21,2020-31-01,73.04,29.06,600,91
EXPE,21,25,56,2020-31-01,108.45,40.49,600,91
EXPO,15,16,21,2020-31-01,72.77,27.99,493,65
EXPR,97,109,96,2020-31-01,4.01,76.82,600,83
EXR,16,15,16,2020-31-01,110.68,16.9,600,20
EXTN,78,75,74,2020-30-01,5.4,78.74,493,95
EXTR,58,47,48,2020-31-01,5.9,48.4,600,15
EYE,28,25,49,2020-31-01,34.12,59.53,569,83
EYPT,97,78,104,2020-31-01,1.87,103.13,283,16
EZA,24,20,20,2020-31-01,44.66,22.84,599,9
EZJ,22,19,20,2019-22-11,37.95,24.88,242,18
EZPW,23,50,54,2020-31-01,6.22,54.93,595,83
EZU,13,10,11,2020-31-01,40.48,16.48,599,61
F,15,18,24,2020-31-01,8.82,32.05,447,92
FAF,15,15,15,2020-31-01,61.98,21.25,489,53
FANG,27,29,42,2020-31-01,74.4,43.18,600,91
FANH,26,26,24,2020-31-01,23.61,42.56,598,20
FARO,23,27,27,2020-31-01,51.66,53.67,593,98
FAS,39,30,31,2020-31-01,93.08,35.22,600,51
FAST,21,19,33,2020-31-01,34.88,26.1,600,47
FATE,59,96,84,2020-31-01,25.36,61.45,550,7
FAZ,38,30,30,2020-31-01,27.86,37.63,599,41
FB,32,25,24,2020-31-01,201.91,27.4,600,51
FBC,19,18,18,2020-31-01,35.24,24.19,599,41
FBHS,29,22,20,2020-31-01,68.71,24.08,600,41
FBIZ,32,24,21,2019-27-11,25.18,20,101,2
FBM,28,29,36,2020-31-01,17.83,43.7,196,38
FBNC,20,16,16,2020-31-01,35.48,23.33,577,43
FBP,30,26,24,2020-31-01,9.27,25.7,582,6
FBT,20,17,18,2020-31-01,141.83,23.46,600,62
FC,27,24,23,2020-31-01,31.8,35.21,598,27
FCA,27,24,26,2019-20-09,23.59,32.37,318,84
FCAU,20,21,26,2020-31-01,13.02,26.68,600,5
FCBC,15,13,15,2020-31-01,29.31,15.78,333,2
FCEL,196,240,294,2020-31-01,1.59,160.95,277,85
FCF,18,17,18,2020-02-01,13.52,20.45,250,11
FCFS,14,16,24,2020-31-01,86.97,25.13,598,40
FCG,31,35,39,2020-31-01,9.53,32.13,600,80
FCN,19,17,25,2020-31-01,120.06,32.07,599,64
FCPT,13,17,16,2020-31-01,30.29,13.33,293,3
FCX,47,41,42,2020-31-01,11.1,43.22,600,74
FDIS,10,10,10,2020-22-01,48.91,13.57,56,1
FDL,10,10,11,2020-14-01,30.88,12.55,121,69
FDN,14,12,14,2020-31-01,144.55,23.5,600,70
FDP,30,24,45,2020-31-01,31.38,41.99,600,76
FDS,19,17,24,2020-31-01,286.11,23.68,600,65
FDUS,11,14,14,2019-27-09,14.76,19.22,28,35
FDX,23,35,38,2020-31-01,144.64,28.96,600,80
FE,8,11,12,2020-31-01,50.79,14.44,600,10
FELE,25,20,23,2020-31-01,57.69,28.13,571,61
FEM,22,17,14,2020-31-01,25.13,16.96,593,63
FENC,45,42,52,2020-31-01,6.66,84.29,141,60
FENG,33,45,55,2019-12-12,1.81,58.75,485,11
FENY,19,19,21,2019-27-12,14.16,29.22,201,90
FEP,13,11,12,2019-29-11,37.62,15.3,162,25
FET,95,121,109,2020-09-01,1.06,97.81,482,95
FEX,13,10,10,2020-30-01,65.32,16.11,503,30
FEYE,40,29,29,2020-31-01,15.98,55.49,600,90
FEZ,13,11,12,2020-31-01,39.1,15.37,600,66
FF,22,38,34,2020-31-01,10.96,40.46,538,88
FFBC,21,18,20,2020-31-01,24.04,23.86,527,21
FFG,23,22,22,2019-26-12,53.78,23.84,167,31
FFIC,13,13,19,2020-31-01,19.87,24.8,327,33
FFIN,25,20,20,2020-31-01,33.52,23.02,583,33
FFIV,25,25,24,2020-31-01,122.12,27.32,600,51
FFNW,23,20,19,2020-31-01,14.63,25.63,406,17
FFTY,14,13,15,2020-31-01,35.44,22.22,412,60
FG,28,29,29,2020-31-01,9.65,45.94,385,88
FGEN,33,36,51,2020-31-01,41.85,54.6,600,24
FHB,11,12,15,2020-31-01,29.06,15.7,305,4
FHLC,12,11,12,2020-29-01,48.44,13.29,170,34
FHN,25,19,19,2020-31-01,16,20.95,599,5
FI,47,44,45,2020-10-01,3.5,44.49,541,30
FIBK,21,16,16,2020-31-01,38.5,16.12,400,0
FICO,18,17,31,2020-31-01,402.38,28.39,600,64
FIDU,13,11,12,2020-22-01,41.85,15.63,43,9
FII,21,19,20,2020-31-01,36.23,17.98,596,5
FINV,84,99,84,2020-28-01,2.02,92.29,466,91
FIS,18,15,17,2020-31-01,143.66,26.46,600,93
FISI,17,16,16,2019-08-10,30.38,25.98,22,86
FISV,15,13,19,2020-31-01,118.61,29.1,599,97
FIT,17,22,68,2020-31-01,6.52,21.72,581,3
FITB,23,20,20,2020-31-01,28.45,22.12,600,37
FIVE,57,44,36,2020-31-01,113.22,34.08,600,27
FIVN,23,23,34,2020-31-01,71.73,53.46,600,92
FIW,14,10,12,2020-31-01,60.52,17.66,375,85
FIX,19,18,26,2020-31-01,46.4,37.51,588,94
FIXX,45,52,54,2020-31-01,15.65,86.96,34,44
FIZZ,25,41,48,2020-31-01,42.91,46.37,600,68
FL,20,29,27,2020-31-01,37.97,40.11,600,61
FLDM,77,78,133,2020-31-01,3.84,89.31,585,77
FLEX,29,31,36,2020-31-01,13.15,40.28,600,71
FLIC,23,19,17,2019-23-09,23.44,24.01,40,15
FLIR,20,15,19,2020-31-01,51.54,26.04,600,62
FLNT,149,140,130,2020-31-01,2.71,111.46,557,84
FLO,16,16,15,2020-30-01,21.53,17.5,582,2
FLOW,20,22,37,2020-31-01,43.74,41.37,600,75
FLR,40,38,56,2020-31-01,17.89,65.03,600,97
FLS,25,23,26,2020-31-01,46.68,35.09,600,84
FLT,23,21,20,2020-31-01,315.23,32.25,600,83
FLWS,44,41,38,2020-31-01,15.19,43.2,566,54
FLXN,51,49,46,2020-31-01,17.52,64.48,598,40
FLY,20,17,23,2020-31-01,17.07,29.54,474,46
FM,10,9,8,2020-31-01,30.62,11.42,586,43
FMAT,14,12,13,2020-28-01,32.16,18.28,387,42
FMBI,20,19,19,2020-31-01,19.94,25.07,496,66
FMC,17,16,23,2020-31-01,95.59,26.92,600,64
FMNB,14,15,17,2019-13-08,15.84,26.09,6,33
FMS,20,20,23,2020-24-01,38.37,26.01,246,72
FMX,18,17,19,2020-31-01,90.17,20.98,600,15
FN,34,28,29,2020-31-01,63.04,59.15,600,98
FNB,20,19,19,2020-24-01,11.67,22.97,141,43
FNCL,14,12,13,2020-31-01,43.28,15.69,239,49
FND,35,33,30,2020-31-01,49.31,55.71,600,88
FNDA,13,11,12,2019-16-12,39.41,13.63,39,64
FNDE,19,15,13,2020-06-01,29.86,13.4,204,7
FNDF,14,11,11,2019-16-12,28.63,12.22,321,58
FNDX,12,10,10,2020-27-01,42.54,12.81,142,16
FNF,11,12,14,2020-31-01,48.75,18.46,600,28
FNGS,17,0,0,2020-31-01,59.27,26.24,48,100
FNHC,24,25,25,2020-31-01,15.53,45.36,596,86
FNJN,70,71,64,2020-31-01,1.9,121.88,312,91
FNKO,35,40,55,2020-31-01,15.03,61.79,524,42
FNV,21,18,20,2020-31-01,113.64,23.03,600,40
FOCS,42,34,35,2020-31-01,28.25,48.64,327,68
FOE,22,36,40,2020-31-01,13.68,35.71,600,51
FOLD,64,50,48,2020-31-01,8.84,58.2,600,42
FOMX,73,62,81,2020-31-01,3.85,80.44,592,35
FOR,48,34,35,2020-31-01,20.27,36.37,146,45
FORM,34,29,30,2020-31-01,25.31,57.41,600,96
FORR,18,20,21,2020-31-01,41.37,32.85,444,86
FOSL,59,50,68,2020-31-01,6.73,100.9,600,91
FOX,26,20,22,2019-05-12,36.33,25,281,54
FOXA,27,20,22,2020-31-01,37.08,31.35,589,89
FOXF,32,34,32,2020-31-01,65.82,41.19,598,69
FPI,29,26,31,2020-24-01,6.48,33.5,245,18
FPRX,94,83,79,2020-31-01,4.72,127.01,590,100
FR,17,15,14,2020-31-01,42.7,15.88,507,20
FRAK,25,27,32,2020-27-01,9.55,33.97,151,62
FRAN,60,130,191,2019-20-03,3.28,171.88,502,100
FRBK,37,33,31,2020-29-01,3.19,167.5,212,100
FRC,26,19,21,2020-31-01,110.88,24.12,600,67
FRGI,26,36,42,2020-31-01,9.93,52.26,600,79
FRI,11,12,11,2019-29-11,26.84,8.36,197,2
FRME,17,15,19,2020-31-01,39.75,21.99,372,35
FRO,52,47,48,2020-31-01,8.76,47.39,599,51
FRPT,25,26,29,2020-31-01,62.88,51.27,600,85
FRT,15,14,14,2020-31-01,125.02,16.43,594,49
FRTA,55,49,60,2020-31-01,12.95,69.58,597,29
FSB,48,32,30,2020-21-01,36.87,30.63,160,33
FSCT,40,33,84,2020-31-01,28.51,81.9,454,99
FSLR,36,32,34,2020-31-01,49.58,43.24,600,62
FSLY,48,55,70,2020-31-01,22.51,72.8,168,44
FSM,53,56,55,2020-31-01,3.92,57.45,600,76
FSP,23,22,24,2020-30-01,7.6,25.63,256,40
FSS,37,28,29,2020-31-01,32.16,37.34,592,88
FSTR,35,33,37,2020-31-01,16.96,53.51,580,91
FTAG,14,19,24,2019-29-10,21.83,22.78,207,36
FTAI,28,26,25,2020-31-01,19.18,18.2,488,9
FTC,12,9,10,2020-28-01,75.6,15.64,261,28
FTCH,61,47,65,2020-31-01,12.2,70.77,331,68
FTDR,23,31,35,2020-31-01,42.58,48.7,311,54
FTEC,18,14,14,2020-31-01,75.17,33.95,431,98
FTEK,98,80,102,2019-13-05,0.82,94.94,30,16
FTI,31,30,36,2020-31-01,16.51,38.74,600,87
FTK,94,80,73,2020-31-01,1.7,71.25,595,47
FTNT,23,20,27,2020-31-01,115.36,43.86,600,88
FTR,138,156,135,2020-28-01,0.55,165,552,99
FTRI,19,15,17,2019-25-06,12.22,21.88,174,1
FTS,9,10,10,2020-31-01,43.6,11.49,323,17
FTSI,132,138,126,2019-14-10,0.61,120.62,367,99
FTSV,85,184,141,2020-31-01,36.87,86.09,149,6
FTV,16,15,21,2020-31-01,74.93,25.6,599,79
FUL,20,17,22,2020-31-01,46.21,29.01,584,60
FULT,17,15,18,2020-29-01,16.47,18.91,478,1
FUN,21,18,21,2020-31-01,54.14,23.23,600,71
FV,14,11,12,2020-27-01,31.84,23.03,275,57
FVD,9,8,8,2019-24-10,36.41,10.23,34,26
FVRR,0,0,0,2020-31-01,26.09,64.69,15,53
FWONA,16,20,23,2020-31-01,44.55,30.43,594,33
FWONK,17,19,23,2020-31-01,46.79,35.25,553,56
FWRD,16,14,19,2020-31-01,65.45,34.21,589,95
FXA,6,6,6,2020-31-01,66.95,6.78,599,16
FXB,7,8,9,2020-31-01,127.99,6.44,600,1
FXC,3.2,4.3,4.1,2020-31-01,74.58,3.58,600,1
FXD,14,12,12,2020-27-01,43.49,17.05,285,49
FXE,3.8,4,4.3,2020-31-01,105.04,4.52,600,0
FXF,4.8,5,4.9,2020-31-01,95.6,5.81,598,4
FXG,11,10,9,2020-28-01,47.77,13.04,357,42
FXH,14,11,13,2020-31-01,82.72,20.84,594,86
FXI,28,22,19,2020-31-01,39.74,25.58,600,93
FXL,16,14,16,2020-27-01,73.38,31.9,224,89
FXN,22,26,30,2019-26-11,9.06,31.41,201,78
FXO,14,11,11,2020-31-01,32.95,21.92,176,94
FXP,52,43,36,2020-31-01,63.86,54.27,589,93
FXR,15,12,13,2020-28-01,43.91,18.44,232,59
FXS,4.2,6,6,2020-17-01,95.4,6.8,211,0
FXU,8,7,8,2019-12-11,29.72,11.32,85,40
FXY,4.7,4.3,4.5,2020-31-01,87.64,6.26,600,5
FXZ,17,15,17,2020-28-01,36.91,21.64,369,71
G,13,15,17,2020-31-01,44.27,31.34,591,98
GABC,17,13,14,2020-31-01,34.19,20.45,234,6
GALT,45,62,70,2020-31-01,2.63,68.13,600,9
GARS,34,33,33,2019-01-03,6.2,26.56,10,70
GASL,90,101,114,2020-31-01,4.68,109.31,596,93
GASS,25,46,42,2020-29-01,3.01,52.5,184,16
GASX,86,101,122,2020-27-01,79.27,90.75,200,72
GATX,41,29,26,2020-31-01,76.13,28.95,600,71
GBCI,19,18,18,2020-31-01,42.37,22.44,482,42
GBDC,6,9,9,2019-23-10,18.41,18.75,27,77
GBT,47,49,46,2020-31-01,65.26,59.15,599,38
GBX,44,38,39,2020-31-01,24.09,48.6,600,94
GCAP,61,48,47,2020-31-01,3.91,61.12,595,83
GCI,57,51,50,2020-24-01,6.11,44.59,401,87
GCO,33,75,58,2020-31-01,39.32,51.99,600,62
GCP,25,23,32,2020-31-01,22.22,32.66,597,53
GD,17,15,16,2020-31-01,175.44,19.48,600,45
GDDY,22,19,33,2020-31-01,67.21,37.98,600,84
GDEN,29,23,32,2020-31-01,17.16,48.5,533,24
GDI,25,20,28,2020-31-01,35.31,36.15,591,48
GDOT,25,37,55,2020-31-01,30.08,66.52,600,97
GDS,30,27,32,2020-31-01,51.71,39.63,538,11
GDX,29,25,27,2020-31-01,28.99,26.04,600,60
GDXJ,30,30,32,2020-31-01,41.54,29.65,600,63
GE,47,37,37,2020-31-01,12.45,35.51,600,54
GEF,29,25,25,2020-31-01,40.42,35.08,589,77
GEL,30,35,33,2020-31-01,17.87,29.99,572,90
GEM,20,16,18,2020-06-01,34.99,12.32,107,0
GEO,32,32,34,2020-31-01,15.8,32.69,600,74
GEOS,36,45,44,2020-31-01,13.41,54.32,583,55
GERN,75,72,75,2020-16-01,1.31,81.26,587,4
GES,22,33,33,2020-31-01,21.29,44.6,600,36
GFF,37,32,42,2020-31-01,20.79,35.07,599,32
GFI,41,50,52,2020-31-01,6.4,47.05,599,68
GFN,42,40,52,2020-31-01,9.67,56.6,470,76
GGAL,48,52,55,2020-31-01,14.35,53.01,600,43
GGB,45,41,41,2020-31-01,4.68,36.17,599,6
GGG,30,22,20,2020-31-01,53.15,24.16,598,52
GH,35,35,46,2020-31-01,76.04,52,244,11
GHL,43,31,35,2020-31-01,15.66,53.04,597,92
GHM,26,28,30,2020-31-01,18.28,35.11,520,70
GHYB,5,4,4.8,2019-03-06,49.91,5.12,1,100
GIB,33,22,18,2020-31-01,76.52,19.81,586,44
GIFI,53,47,48,2020-31-01,5.1,41.88,539,33
GIGM,66,53,57,2019-09-08,2.42,61.88,282,59
GIII,27,35,40,2020-31-01,27.21,59.27,600,79
GIL,25,22,52,2020-31-01,27.72,35.85,600,96
GILD,14,17,19,2020-31-01,63.2,29.6,600,86
GILT,57,47,37,2020-31-01,9.48,23.66,311,1
GIS,17,18,17,2020-31-01,52.22,19.07,600,27
GKOS,27,26,37,2020-31-01,56.25,50.44,449,53
GL,16,13,13,2020-31-01,104.26,20.43,596,71
GLAD,12,15,15,2019-30-12,10.09,18.95,13,46
GLD,10,8,10,2020-31-01,149.33,13.13,600,79
GLDD,23,25,27,2020-31-01,10.47,36.41,479,21
GLIBA,16,15,19,2020-31-01,73.18,21.93,566,7
GLL,20,17,21,2020-31-01,48.83,23.43,596,77
GLMD,62,89,81,2020-29-01,5.18,88.91,129,58
GLNG,55,51,50,2020-31-01,9.62,66.5,600,99
GLOB,38,35,39,2020-31-01,122.7,47.37,600,79
GLOG,50,49,52,2020-31-01,6.48,55.85,600,99
GLOP,64,53,43,2020-31-01,10.24,38.75,514,97
GLP,16,15,14,2020-30-01,19.72,11.55,384,3
GLPG,31,26,30,2020-31-01,222.88,35.96,412,19
GLPI,10,15,15,2020-31-01,47.26,12.36,599,31
GLRE,23,23,26,2020-31-01,9.31,40.62,575,59
GLT,34,26,32,2020-31-01,16.7,47.02,592,94
GLUU,50,48,49,2020-31-01,5.9,71.98,600,95
GLW,22,24,24,2020-31-01,26.69,24.72,600,49
GLYC,48,73,77,2020-31-01,4.28,68.44,578,23
GM,20,21,25,2020-31-01,33.39,29.95,600,88
GMAB,27,27,0,2020-08-01,23.21,53.93,2,100
GME,62,74,69,2020-31-01,3.84,68.5,600,80
GMED,28,21,22,2020-31-01,52.28,29.51,600,5
GMF,21,17,14,2020-31-01,97.65,17.74,599,78
GMLP,34,36,35,2020-27-01,6.83,25.04,461,47
GMRE,21,29,28,2020-29-01,14.6,22.34,128,14
GMS,28,27,28,2020-31-01,26.72,45.55,517,51
GNC,53,49,62,2020-31-01,2.14,87.19,590,60
GNCA,94,80,74,2020-29-01,2.07,148.74,132,81
GNE,20,20,32,2020-31-01,7.23,53.96,593,34
GNK,32,35,48,2020-31-01,7.87,45.4,45,4
GNL,17,14,14,2020-14-01,20.73,13.13,143,13
GNMK,53,42,43,2020-31-01,5.39,58.75,557,18
GNR,15,13,13,2020-31-01,42.4,10.99,529,27
GNRC,29,24,30,2020-31-01,103.59,39.59,600,92
GNSS,39,48,46,2020-16-01,3.82,117.5,382,96
GNTX,25,25,23,2020-31-01,29.77,23.36,600,10
GNW,30,41,37,2020-31-01,4.1,80.92,599,77
GO,31,31,32,2020-31-01,32.74,45.2,140,46
GOEX,25,26,27,2020-28-01,26.38,39.23,485,94
GOGL,40,41,41,2020-31-01,4.48,48.13,549,37
GOGO,47,58,62,2020-31-01,5.26,71.48,600,48
GOL,56,47,50,2020-31-01,16.03,50.07,404,14
GOLD,27,25,28,2020-31-01,18.52,30.57,597,43
GOLF,22,20,20,2020-31-01,30.97,26.11,283,47
GOOD,20,18,16,2020-28-01,21.32,12.63,203,25
GOOG,18,15,16,2020-31-01,1434.23,30.6,599,86
GOOGL,19,15,16,2020-31-01,1432.78,33.71,600,93
GOOS,39,38,44,2020-31-01,30,90.16,600,98
GORO,71,60,63,2020-31-01,5.5,52.91,472,54
GOSS,36,114,96,2020-31-01,13.28,99.38,138,73
GPC,22,17,19,2020-31-01,93.57,24.73,600,91
GPI,23,27,34,2020-31-01,100.77,41.92,600,92
GPK,21,17,19,2020-31-01,15.63,23.46,465,2
GPN,18,15,19,2020-31-01,195.45,28.42,600,78
GPOR,89,89,87,2020-31-01,1.55,99.48,600,89
GPRE,35,41,46,2020-31-01,12.47,56.39,600,84
GPRK,32,35,31,2020-31-01,18.5,39.1,411,9
GPRO,46,42,63,2020-31-01,3.94,108.88,600,98
GPS,36,34,37,2020-31-01,17.41,43.33,600,73
GPX,39,33,43,2020-31-01,13.31,48.89,579,97
GRA,15,14,17,2020-31-01,67.36,26.46,600,81
GRBK,24,20,26,2020-29-01,11.59,45.31,414,60
GRC,16,16,21,2020-28-01,36.91,26.72,534,26
GREK,18,21,20,2020-31-01,9.52,25.14,582,11
GRFS,17,18,18,2020-31-01,22.73,30.73,537,38
GRMN,21,15,21,2020-31-01,96.95,32.17,600,94
GROW,45,51,60,2019-30-10,1.31,138.13,260,78
GRPN,65,61,56,2020-31-01,2.88,57.11,600,66
GRUB,57,47,101,2020-31-01,54.15,80.4,600,96
GS,22,20,19,2020-31-01,237.75,23.25,600,59
GSAT,116,152,142,2019-10-05,0.48,115,141,77
GSB,46,53,55,2020-31-01,11.54,53.94,330,53
GSBC,15,13,16,2019-28-06,56.91,23.67,44,31
GSEW,11,9,14,2019-13-12,51.64,9.19,58,20
GSG,17,16,20,2020-31-01,14.49,22.66,555,95
GSHD,32,36,46,2020-31-01,52.18,53.19,360,45
GSIE,12,10,12,2019-16-12,29.99,13.67,185,29
GSIT,44,34,34,2020-31-01,8.11,60,509,98
GSK,14,13,14,2020-31-01,46.8,14.53,600,37
GSKY,69,58,60,2020-31-01,9.25,61.39,418,44
GSL,25,33,40,2019-05-04,5.39,98.22,20,25
GSLC,11,9,14,2020-29-01,64.95,13.6,277,61
GSM,141,147,140,2019-21-05,0.85,77.26,407,90
GSS,40,46,60,2020-31-01,2.94,82.87,315,88
GSUM,74,140,117,2019-11-12,1.17,96.25,381,81
GSX,86,75,65,2020-31-01,32.69,120.38,372,99
GTE,96,80,91,2019-06-05,1,48.34,242,13
GTES,25,28,38,2020-31-01,12.47,43.27,485,86
GTHX,45,63,86,2020-31-01,19.36,79.08,52,65
GTIM,76,67,72,2019-15-10,1.45,72.95,312,50
GTLS,29,29,30,2020-31-01,63.98,44.16,600,86
GTN,33,29,42,2020-31-01,20.28,41.84,600,45
GTS,44,38,50,2020-31-01,17.62,67.24,597,93
GTT,77,99,100,2020-31-01,11.85,97.31,600,86
GTX,61,63,66,2020-31-01,8.42,66.57,292,89
GTY,15,14,13,2020-31-01,31.52,16.41,371,23
GUNR,14,11,14,2019-29-11,33.09,13.1,190,86
GURU,12,10,11,2019-18-12,36.13,15.73,252,58
GUSH,83,91,105,2020-31-01,18.68,109.31,600,84
